serial no,average_word,word_length,up,low_ratio,smiley_count,stopword_usage,punctuation,msg_length,acro_line,elongation_vowel,suspension_point,imitation_rate,word_length,media_url,response_time
1,1,1,2,1,0,0,-1,3,0,0,0,0,1,0,0.0
2,4,2,10,1,0,0,-1,11,0,0,0,4.0,2,0,0.0
3,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
4,4,3,15,1,0,0,-1,16,0,0,0,4.0,3,0,0.0
5,1,0,0,0,0,0,-1,0,0,0,0,0.25,0,0,0.0
6,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0,0.0
7,1,2,4,1,0,0,-1,5,0,1,0,1.0,2,0,0.0
8,4,4,20,1,0,0,-1,21,0,0,0,4.0,4,0,0.0
9,1,0,0,0,0,0,-1,0,0,0,0,0.25,0,0,0.0
10,2,2,7,1,0,0,-1,8,0,0,0,2.0,2,0,0.0
11,1,1,2,1,0,0,-1,3,0,0,0,0.5,1,0,0.0
12,1,1,2,1,0,0,-1,3,0,0,0,1.0,1,0,0.0
13,3,3,14,1,0,0,-1,15,0,0,0,3.0,3,0,0.0
14,1,1,1,1,0,0,-1,2,0,0,0,0.3333333333333333,1,0,0.0
15,3,3,12,1,0,0,-1,13,1,0,0,3.0,3,0,0.0
16,2,4,12,0,0,0,1,12,0,0,0,0.6666666666666666,4,1,0.0
17,1,2,4,1,0,0,-1,5,0,1,0,0.5,2,0,0.0
18,7,3,23,1,0,0,-1,24,0,0,0,7.0,3,0,0.0
19,1,1,1,1,0,0,-1,2,0,0,0,0.14285714285714285,1,0,0.0
20,2,3,8,1,0,0,2,9,0,0,0,2.0,3,0,0.0
21,1,1,1,1,0,0,-1,2,1,0,0,0.5,1,0,0.0
22,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
23,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0,0.0
24,5,3,18,1,0,0,-1,19,0,0,0,2.5,3,0,0.0
25,1,0,0,0,3,0,-1,0,0,0,0,0.2,0,0,0.0
26,7,3,28,1,0,0,-1,29,1,0,0,7.0,3,0,0.0
27,2,3,9,1,0,0,-1,10,0,0,0,0.2857142857142857,3,0,0.0
28,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
29,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
30,5,3,17,1,0,0,-1,18,1,0,0,5.0,3,0,0.0
31,4,4,21,1,0,0,-1,22,0,0,0,0.8,4,0,0.0
32,4,3,14,1,0,0,-1,15,0,0,0,1.0,3,0,0.0
33,5,2,16,1,0,1,-1,17,0,0,0,1.25,2,0,0.0
34,3,3,12,1,0,0,-1,13,0,0,0,0.6,3,0,0.0
35,7,3,30,1,0,0,-1,31,0,0,0,2.3333333333333335,3,0,0.0
36,1,4,8,1,0,0,-1,9,0,1,0,0.14285714285714285,4,0,0.0
37,6,2,17,1,0,0,-1,18,1,0,0,6.0,2,0,0.0
38,4,3,15,1,0,0,-1,16,0,0,0,0.6666666666666666,3,0,0.0
39,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
40,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0,0.0
41,7,2,22,1,0,3,-1,23,0,0,0,7.0,2,0,0.0
42,1,2,3,1,0,0,-1,4,0,1,0,0.14285714285714285,2,0,0.0
43,5,2,14,1,0,0,-1,15,0,0,0,5.0,2,0,0.0
44,7,2,20,1,0,1,-1,21,1,0,0,1.4,2,0,0.0
45,1,1,1,1,0,0,-1,2,0,0,0,0.14285714285714285,1,0,0.0
46,8,4,39,3,0,2,-1,42,2,0,0,8.0,4,0,0.0
47,4,4,22,2,0,1,-1,24,0,0,0,0.5,4,0,0.0
48,2,2,5,1,0,1,-1,6,2,0,0,0.5,2,0,0.0
49,3,3,11,1,0,0,-1,12,0,0,0,1.5,3,0,0.0
50,5,2,14,0,0,0,0,14,0,0,0,1.6666666666666667,2,0,0.0
51,9,2,24,1,0,0,1,25,1,0,0,1.8,2,0,0.0
52,5,2,15,1,0,1,-1,16,0,0,0,0.5555555555555556,2,0,0.0
53,6,3,23,1,0,0,0,24,1,0,0,1.2,3,0,0.0
54,4,3,15,1,0,1,-1,16,0,0,0,0.6666666666666666,3,0,0.0
55,1,0,0,0,2,0,-1,0,0,0,0,0.25,0,0,0.0
56,3,3,14,1,0,0,-1,15,0,0,0,3.0,3,0,0.0
57,7,3,25,1,0,1,-1,26,0,0,0,2.3333333333333335,3,0,0.0
58,2,1,4,1,0,0,0,5,0,0,0,0.2857142857142857,1,0,0.0
59,4,1,7,0,0,0,1,7,0,0,0,2.0,1,0,0.0
60,3,2,7,1,0,0,0,8,0,0,0,0.75,2,0,0.0
61,1,2,3,1,0,0,-1,4,0,0,0,0.3333333333333333,2,0,0.0
62,4,3,17,1,0,0,-1,18,0,0,0,4.0,3,0,0.0
63,3,2,9,1,0,0,-1,10,0,0,0,0.75,2,0,0.0
64,15,2,43,1,0,0,-1,44,0,0,0,5.0,2,0,0.0
65,1,0,0,0,2,0,-1,0,0,0,0,0.06666666666666667,0,0,0.0
66,2,1,3,1,0,0,-1,4,1,0,0,2.0,1,0,0.0
67,3,2,8,1,0,0,-1,9,0,0,0,1.5,2,0,0.0
68,3,2,10,1,0,0,-1,11,0,0,0,1.0,2,0,0.0
69,6,2,19,1,0,1,-1,20,0,0,0,2.0,2,0,0.0
70,1,0,0,0,3,0,-1,0,0,0,0,0.16666666666666666,0,0,0.0
71,2,2,6,1,0,0,-1,7,1,0,0,2.0,2,0,0.0
72,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
73,4,2,12,1,0,0,-1,13,1,0,0,4.0,2,0,0.0
74,2,1,3,1,0,0,-1,4,0,0,0,0.5,1,0,0.0
75,2,2,7,1,0,0,-1,8,0,0,0,1.0,2,0,0.0
76,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
77,9,3,31,1,0,0,-1,32,1,0,0,9.0,3,0,0.0
78,8,3,31,1,0,0,-1,32,0,0,0,0.8888888888888888,3,0,0.0
79,1,2,3,1,0,0,-1,4,0,0,0,0.125,2,0,0.0
80,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
81,5,3,19,1,0,0,-1,20,0,0,0,5.0,3,0,0.0
82,1,0,0,0,0,0,-1,0,0,0,0,0.2,0,0,0.0
83,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
84,3,1,6,1,0,1,-1,7,1,0,0,3.0,1,0,0.0
85,4,3,16,1,0,0,-1,17,0,0,0,1.3333333333333333,3,0,0.0
86,1,0,0,0,0,0,-1,0,0,0,0,0.25,0,0,0.0
87,4,2,13,1,0,0,-1,14,1,0,0,4.0,2,0,0.0
88,6,2,15,1,0,0,-1,16,0,0,0,1.5,2,0,0.0
89,3,2,9,1,0,0,-1,10,0,0,0,0.5,2,0,0.0
90,1,2,3,1,0,0,-1,4,0,1,0,0.3333333333333333,2,0,0.0
91,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0,0.0
92,5,3,18,1,0,0,-1,19,0,0,0,5.0,3,0,0.0
93,5,2,15,1,0,1,-1,16,0,0,0,1.0,2,0,0.0
94,3,3,12,1,0,0,-1,13,0,0,0,0.6,3,0,0.0
95,6,2,19,1,0,0,-1,20,0,0,0,2.0,2,0,0.0
96,5,3,20,1,0,0,-1,21,0,0,0,0.8333333333333334,3,0,0.0
97,11,3,39,1,0,2,-1,40,0,0,0,2.2,3,0,0.0
98,6,3,25,1,0,0,-1,26,0,0,0,0.5454545454545454,3,0,0.0
99,1,2,3,1,0,0,-1,4,0,1,0,0.16666666666666666,2,0,0.0
100,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0,0.0
101,6,2,19,1,0,0,-1,20,1,0,0,6.0,2,0,0.0
102,2,4,13,1,0,0,-1,14,0,0,0,0.3333333333333333,4,0,0.0
103,2,1,4,1,0,0,-1,5,0,0,0,1.0,1,0,0.0
104,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
105,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0,0.0
106,3,3,11,1,0,0,-1,12,0,0,0,1.0,3,0,0.0
107,7,2,22,1,0,1,-1,23,0,0,0,2.3333333333333335,2,0,0.0
108,1,0,0,0,2,0,-1,0,0,0,0,0.14285714285714285,0,0,0.0
109,1,0,0,0,3,0,-1,0,0,0,0,1.0,0,0,0.0
110,10,2,29,1,0,1,-1,30,0,0,0,10.0,2,0,0.0
111,1,1,1,1,0,0,-1,2,0,0,0,0.1,1,0,0.0
112,2,2,6,1,0,1,-1,7,0,0,0,2.0,2,0,0.0
113,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
114,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
115,6,3,23,1,0,0,0,24,0,0,0,6.0,3,0,0.0
116,1,3,6,1,0,0,-1,7,0,1,0,0.16666666666666666,3,0,0.0
117,1,0,0,0,2,0,-1,0,0,0,0,1.0,0,0,0.0
118,7,3,24,1,0,1,-1,25,1,0,0,7.0,3,0,0.0
119,3,3,13,1,0,0,-1,14,0,0,0,0.42857142857142855,3,0,0.0
120,1,0,0,0,0,0,2,0,0,0,0,0.3333333333333333,0,0,0.0
121,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0,0.0
122,1,2,3,1,0,0,-1,4,0,0,0,1.0,2,0,0.0
123,1,3,5,1,0,0,-1,6,0,0,0,1.0,3,0,0.0
124,2,3,10,1,0,0,-1,11,0,0,0,2.0,3,0,0.0
125,1,0,0,0,3,0,-1,0,0,0,0,0.5,0,0,0.0
126,3,3,12,1,0,0,-1,13,1,0,0,3.0,3,0,0.0
127,2,3,10,1,0,0,-1,11,0,0,0,0.6666666666666666,3,0,0.0
128,1,2,3,1,0,0,-1,4,0,0,0,0.5,2,0,0.0
129,6,3,21,1,0,0,-1,22,0,0,0,6.0,3,0,0.0
130,51,0,0,1,0,0,13,1,0,0,0,8.5,0,0,0.0
131,1,3,6,1,0,0,-1,7,0,1,0,0.0196078431372549,3,0,0.0
132,7,2,19,1,0,0,-1,20,0,0,0,7.0,2,0,0.0
133,2,2,5,1,0,0,-1,6,0,0,0,0.2857142857142857,2,0,0.0
134,1,1,1,1,0,0,-1,2,0,0,0,0.5,1,0,0.0
135,2,4,13,1,0,0,-1,14,0,0,0,2.0,4,0,0.0
136,2,4,12,0,0,0,1,12,0,0,0,1.0,4,1,0.0
137,1,0,0,0,2,0,-1,0,0,0,0,0.5,0,0,0.0
138,6,2,17,1,0,0,-1,18,0,0,0,6.0,2,0,0.0
139,4,2,13,1,0,0,-1,14,0,0,0,0.6666666666666666,2,0,0.0
140,1,2,3,1,0,0,-1,4,0,1,0,0.25,2,0,0.0
141,1,2,4,1,0,0,-1,5,0,1,0,1.0,2,0,0.0
142,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0,0.0
143,8,3,27,1,0,1,-1,28,1,0,0,8.0,3,0,0.0
144,1,0,0,0,2,0,-1,0,0,0,0,0.125,0,0,0.0
145,1,2,3,1,0,0,-1,4,0,1,0,1.0,2,0,0.0
146,2,3,8,1,0,0,-1,9,0,0,0,2.0,3,0,0.0
147,2,3,10,1,0,0,-1,11,0,0,0,1.0,3,0,0.0
148,6,3,22,1,0,0,-1,23,0,0,0,3.0,3,0,0.0
149,7,3,24,1,0,0,-1,25,1,0,0,1.1666666666666667,3,0,0.0
150,7,4,31,2,0,0,-1,33,0,0,0,1.0,4,0,0.0
151,1,2,4,1,0,0,-1,5,0,0,0,0.14285714285714285,2,0,0.0
152,4,2,11,1,0,0,-1,12,0,0,0,4.0,2,0,0.0
153,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0,0.0
154,1,1,1,1,0,0,-1,2,0,0,0,1.0,1,0,0.0
155,3,2,9,1,0,0,-1,10,0,0,0,3.0,2,0,0.0
156,4,3,18,1,0,0,-1,19,1,0,0,1.3333333333333333,3,0,0.0
157,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0,0.0
158,2,1,4,1,0,0,3,5,0,1,1,2.0,1,0,0.0
159,1,1,1,1,0,0,-1,2,0,0,0,0.5,1,0,0.0
160,1,2,4,1,0,0,-1,5,0,0,0,1.0,2,0,0.0
161,5,2,13,2,0,0,-1,15,0,0,0,5.0,2,0,0.0
162,2,2,5,1,0,0,-1,6,0,0,0,0.4,2,0,0.0
163,1,0,0,0,0,0,6,0,0,1,2,0.5,0,0,0.0
164,2,3,10,1,0,0,-1,11,0,0,0,2.0,3,0,0.0
165,5,2,14,1,0,0,-1,15,0,0,0,2.5,2,0,0.0
166,4,3,14,1,0,0,-1,15,0,0,0,0.8,3,0,0.0
167,2,4,12,0,0,0,1,12,0,0,0,0.5,4,1,0.0
168,2,4,12,0,0,0,1,12,0,0,0,1.0,4,1,0.0
169,1,2,4,1,0,0,-1,5,0,0,0,0.5,2,0,0.0
170,2,2,6,1,0,0,-1,7,0,0,0,2.0,2,0,0.0
171,2,3,9,1,0,0,-1,10,0,0,0,1.0,3,0,0.0
172,1,2,3,1,0,0,-1,4,0,1,0,0.5,2,0,0.0
173,10,3,35,1,0,0,-1,36,0,0,0,10.0,3,0,0.0
174,1,0,0,0,0,0,-1,0,0,0,0,0.1,0,0,0.0
175,3,2,8,1,0,0,-1,9,0,0,0,3.0,2,0,0.0
176,2,3,10,1,0,0,-1,11,0,0,0,0.6666666666666666,3,0,0.0
177,5,2,14,1,0,0,-1,15,0,0,0,2.5,2,0,0.0
178,1,0,0,0,2,0,-1,0,0,0,0,0.2,0,0,0.0
179,4,2,12,1,0,0,-1,13,0,0,0,4.0,2,0,0.0
180,4,2,11,1,0,1,-1,12,0,0,0,1.0,2,0,0.0
181,6,3,21,1,0,0,-1,22,0,0,0,1.5,3,0,0.0
182,8,2,21,1,0,2,-1,22,0,0,0,1.3333333333333333,2,0,0.0
183,6,3,21,1,0,0,-1,22,0,0,0,0.75,3,0,0.0
184,5,2,15,1,0,1,-1,16,1,0,0,0.8333333333333334,2,0,0.0
185,1,1,1,1,0,0,-1,2,1,0,0,0.2,1,0,0.0
186,1,2,4,1,0,0,-1,5,0,1,0,1.0,2,0,0.0
187,7,3,30,1,0,0,-1,31,1,0,0,7.0,3,0,0.0
188,1,1,1,1,0,0,-1,2,0,0,0,0.14285714285714285,1,0,0.0
189,2,1,3,1,0,0,-1,4,0,0,0,2.0,1,0,0.0
190,3,2,9,1,0,0,-1,10,0,0,0,1.5,2,0,0.0
191,5,3,20,1,0,0,-1,21,0,0,0,1.6666666666666667,3,0,0.0
192,2,4,12,0,0,0,1,12,0,0,0,0.4,4,1,0.0
193,2,2,5,1,0,0,-1,6,1,0,0,1.0,2,0,0.0
194,3,2,9,1,0,0,-1,10,0,0,0,1.5,2,0,0.0
195,2,4,12,0,0,0,1,12,0,0,0,0.6666666666666666,4,1,0.0
196,1,2,4,1,0,0,-1,5,0,1,0,0.5,2,0,0.0
197,4,2,13,1,0,0,-1,14,0,0,0,4.0,2,0,0.0
198,2,2,5,1,0,0,-1,6,0,0,0,0.5,2,0,0.0
199,1,0,0,0,0,0,-1,0,0,0,0,0.5,0,0,0.0
200,4,3,14,1,0,0,-1,15,0,0,0,4.0,3,0,0.0
201,4,3,14,1,0,0,-1,15,0,0,0,1.0,3,0,0.0
202,1,1,1,1,0,0,-1,2,0,0,0,0.25,1,0,0.0
203,5,2,13,1,0,0,-1,14,1,0,0,5.0,2,0,0.0
204,1,1,1,1,0,0,-1,2,0,0,0,0.2,1,0,0.0
205,5,0,0,0,0,0,-1,0,0,0,0,5.0,0,0,0.0
